timezone,latitude,pricetag,company,date_time,language_code,date,longitude,iso8601,file_name,mac_address,random_number,hostname,country,bank_country,time,language_name
Africa/Abidjan,-48.3057275,"86.382,37 €",Wähner GmbH,2001-01-06 13:43:02,mk,2022-08-25,-65.527410,2002-07-29T19:05:27,Pferd.pdf,c8:06:4d:50:16:bc,38587388,email-24.fiebig.de,St. Pierre und Miquelon,DE,06:33:23,Finnish
Africa/Bamako,-85.1015335,"913,81 €",Döring,2005-09-19 00:54:11,mai,1970-04-05,-149.619952,1976-09-09T11:21:32,erklären.avi,22:1a:6d:31:ab:56,354311,db-29.oestrovsky.de,Sonderverwaltungszone Hongkong,DE,21:11:43,Quechua
Africa/Maputo,34.770994,"7,37 €",Flantz AG & Co. OHG,2000-11-08 13:39:33,os,1988-06-28,-51.157569,1980-09-26T05:06:19,schaffen.csv,d9:92:5f:a3:a9:d6,325792,web-47.flantz.com,Kamerun,DE,08:46:56,Afar
America/Campo_Grande,-19.044656,"3.827,68 €",Pechel Wilmsen GbR,1975-06-06 13:05:11,es,1981-05-13,-65.262648,1988-08-02T15:31:36,verlieren.js,11:7f:be:76:8d:7b,1927,lt-90.mosemann.org,Demokratische Volksrepublik Korea,DE,17:02:37,Lingala
Pacific/Easter,-9.4409905,"7,40 €",Noack Börner Stiftung & Co. KGaA,1989-02-03 09:52:10,gez,1991-06-13,-76.668046,2003-09-12T01:02:08,dunkel.mp3,a1:c4:2f:6a:cf:8a,128150,desktop-14.baum.org,Afghanistan,DE,17:34:31,Xhosa
Africa/Dar_es_Salaam,62.846105,"665,39 €",Gröttner,1998-02-20 11:15:06,kn,1989-04-28,-169.626688,2015-02-26T19:36:37,Pferd.odt,14:51:98:ea:49:ff,538600,desktop-81.dietz.com,Gibraltar,DE,16:29:56,Kuanyama
America/Tegucigalpa,-35.105557,"99.963,21 €",Meyer e.V.,1991-08-21 03:53:55,mg,2000-01-05,38.536269,2014-11-21T02:15:41,hinter.txt,38:14:37:18:da:dd,45729,srv-23.hofmann.de,Trinidad und Tobago,DE,22:44:33,Swahili
Africa/Banjul,40.4649905,"75,45 €",Schenk,2015-10-17 12:00:57,hsb,2012-04-18,20.620133,2009-02-21T01:40:29,erklären.flac,fd:68:bf:59:7f:ef,7733632,laptop-55.bender.com,Norwegen,DE,02:22:37,Sango
Europe/Athens,-38.6409455,"60.407,95 €",Eberhardt Kranz KG,1988-06-03 17:43:22,kl,1999-12-08,108.661098,2005-03-17T17:07:21,gestern.docx,b1:12:51:48:af:06,32,desktop-74.saeuberlich.de,Guyana,DE,04:04:33,Korean
Europe/Luxembourg,-35.615672,"536,76 €",Ullrich Stiftung & Co. KG,1990-07-26 00:44:15,wal,1979-12-16,-88.789124,2022-02-06T14:49:47,kalt.jpeg,e4:01:fc:27:95:8a,1081667,srv-98.weller.de,Ukraine,DE,04:09:05,Galician
Africa/Porto-Novo,86.9675625,"85,39 €",Weller,1975-08-01 16:39:32,eo,2004-01-20,-139.086904,2018-08-30T09:33:42,geben.flac,01:b5:3b:0c:43:88,4,srv-08.gorlitz.com,Burkina Faso,DE,02:59:37,"Sotho, Southern"
Europe/Rome,70.7104485,"42.643,05 €",Fröhlich AG,1985-04-19 13:10:57,ro,2019-09-03,80.315274,1978-04-22T09:11:34,Garten.flac,66:45:dd:1c:aa:e2,3719082,web-82.schueler.com,Palästinensische Gebiete,DE,07:55:48,Vietnamese
Europe/Oslo,35.1712345,"2.703,98 €",Kabus GmbH & Co. OHG,1987-07-14 00:03:23,gl,1975-04-02,-140.053160,1970-12-07T23:53:49,Sache.js,92:7c:a7:63:7f:e4,3,lt-34.stroh.org,Kaimaninseln,DE,10:20:36,Malay
Pacific/Galapagos,-2.675482,"64,45 €",Tröst Börner OHG mbH,1979-12-24 22:39:04,ff,2020-12-24,-69.071430,2023-04-12T21:32:55,schlimm.html,31:91:20:b6:10:d8,87912,email-71.hoefig.org,Uruguay,DE,10:39:20,Estonian
Asia/Colombo,52.3946035,"40,49 €",Kühnert,2006-01-04 16:30:00,lb,1978-11-01,-132.503902,2008-09-30T07:53:48,sonst.jpeg,da:76:b2:f7:70:6a,425887,desktop-51.hethur.com,Bermuda,DE,21:57:05,Cornish
Africa/Mbabane,53.8015455,"832,65 €",Scheuermann AG,1986-06-10 13:51:50,zu,1997-12-16,-111.985867,2003-02-13T02:09:38,gehen.mp3,dd:a3:e2:ed:fb:a9,6856,db-42.kohl.com,Liechtenstein,DE,01:29:51,Polish
Asia/Ashgabat,79.5320925,"444,89 €",Siering Rogner GmbH & Co. OHG,2017-03-30 07:40:04,hi,1984-01-10,58.203154,2009-04-26T21:48:35,etwas.flac,40:57:b7:5c:f7:88,483,srv-73.schaaf.com,Saudi-Arabien,DE,08:59:50,Quechua
Asia/Tehran,57.6619695,"8,94 €",Wulff,1993-07-30 10:01:36,lzh,2010-11-30,-67.014972,2009-03-11T21:15:29,doch.pptx,5a:ca:25:7c:1f:b1,19,srv-48.henschel.org,Botsuana,DE,05:45:20,Tatar
Asia/Pyongyang,34.2917265,"794,45 €",Roht GmbH,1972-12-06 01:23:45,lo,1971-07-06,-33.927694,2009-08-31T06:19:42,weiß.avi,87:51:66:c4:e2:c9,5103,db-89.weiss.de,Kasachstan,DE,01:34:19,Tigrinya
Pacific/Tongatapu,36.1489145,"57.497,64 €",Weinhold,2008-12-30 02:56:38,it,2005-10-21,48.901466,1972-07-14T14:53:07,bauen.bmp,40:57:94:a6:e6:c6,929,email-76.henschel.com,Tadschikistan,DE,16:58:16,Bislama
Africa/Lome,-27.226622,"1,97 €",Henk GmbH & Co. OHG,1998-09-13 20:51:57,wo,2018-08-28,-32.189455,2015-01-14T01:17:05,Teller.flac,58:ce:99:37:2e:08,2761,laptop-68.pruschke.com,Eritrea,DE,20:07:39,Tsonga
Pacific/Majuro,-55.7633875,"6,27 €",Kade e.G.,2022-05-08 07:05:18,or,2003-04-06,65.747525,1984-07-24T12:49:01,langsam.mp4,31:34:69:7c:d8:ea,30533829,srv-87.schmidtke.com,Indien,DE,09:50:16,Nepali
Africa/Casablanca,79.6476595,"1.510,98 €",Wende AG,1986-08-06 03:01:16,dz,1984-12-24,-22.686754,1979-12-04T19:39:22,fangen.flac,db:37:57:05:1d:dd,549831076,lt-27.taesche.com,Kasachstan,DE,08:04:49,Luxembourgish
Europe/Riga,-29.4522675,"3,49 €",Säuberlich Gorlitz GmbH & Co. KGaA,1984-02-03 08:39:39,ss,1984-05-31,-162.221921,2004-03-13T19:46:29,setzen.pages,20:e7:ef:83:9b:9c,4580,lt-82.siering.org,Malaysia,DE,02:17:48,Igbo
America/Havana,-80.9840535,"20.390,62 €",Hein GmbH,1995-01-16 10:52:35,it,1998-06-17,97.880971,1992-10-18T03:25:28,mein.jpg,30:4b:d5:b6:cc:41,460311,email-13.hartung.net,Kaimaninseln,DE,09:08:26,Ojibwa
Europe/Vatican,-68.9729615,"416,98 €",Wilmsen Koch II KG,1977-08-15 16:11:08,nhn,1995-03-11,172.715740,2023-07-01T18:22:48,dunkel.mp4,12:47:55:23:4e:4a,5415892,srv-33.henck.de,Ungarn,DE,14:32:11,Marathi
Pacific/Fiji,77.3037725,"419,78 €",Henk GmbH & Co. KG,1997-07-30 11:17:20,apn,2003-11-29,26.583961,2010-08-15T09:13:29,voll.gif,53:72:22:69:d0:a9,601305,desktop-28.doerschner.com,Chile,DE,14:02:21,Tonga
America/Manaus,-46.331441,"52,26 €",Anders AG & Co. KG,2021-08-06 18:10:26,hak,2019-01-19,-148.703019,1974-02-23T15:58:17,nimmt.mp3,63:6c:82:18:92:c0,587086,db-77.hecker.de,Venezuela,DE,16:17:04,Icelandic
Africa/Lagos,-56.8666705,"68.307,98 €",Zorbach Riehl Stiftung & Co. KGaA,1987-01-31 07:14:32,os,1993-08-07,-154.214142,1974-03-23T09:31:53,reiten.csv,b5:ce:81:9d:96:a5,7358316,desktop-25.koch.de,Taiwan,DE,07:26:07,Kikuyu
America/St_Lucia,83.3490005,"824,26 €",Junk,2003-12-17 01:19:42,eo,1970-05-09,156.238557,1982-05-19T10:37:24,dürfen.mp3,c2:69:b8:9c:e8:e4,68008,laptop-43.drub.net,Lettland,DE,13:00:51,Nepali
Europe/Zurich,-19.195022,"8,68 €",Hendriks e.G.,1976-12-24 19:57:56,he,1974-12-29,-10.776332,2023-02-23T11:55:05,Name.pages,41:b1:65:63:cc:99,2722663,srv-04.roerricht.net,Jersey,DE,15:04:29,Telugu
Africa/Brazzaville,-87.898225,"975,19 €",Junken,1980-05-04 14:33:52,yo,2023-07-01,-73.714617,1979-08-30T18:43:12,dafür.csv,99:a7:d7:d2:35:ac,33780,lt-96.textor.com,Falklandinseln,DE,09:34:52,Latvian
Atlantic/Azores,85.4753125,"8.549,62 €",Schottin Keudel GmbH,1976-07-26 00:42:17,uk,1976-04-25,151.385840,1993-05-03T01:09:18,von.key,0e:e9:04:d8:06:a8,4,desktop-22.roehrdanz.de,Aserbaidschan,DE,15:50:26,Sanskrit
Atlantic/Azores,3.897662,"197,87 €",Liebelt AG,2023-04-30 21:45:40,crh,1971-12-28,41.187366,1996-03-18T06:18:46,klettern.odt,fa:00:67:98:91:73,162921,srv-89.etzold.de,Uruguay,DE,14:30:25,Zhuang
Australia/Sydney,62.799521,"57.786,03 €",Steinberg Gunpf AG,2009-09-16 17:44:13,sid,2013-01-30,-114.905640,2017-05-28T16:11:31,einige.bmp,f5:7b:42:39:7d:ee,231051813,db-88.stadelmann.org,Martinique,DE,21:13:22,Kinyarwanda
Asia/Tbilisi,13.518318,"6.670,20 €",Jacob AG,1992-08-03 00:25:44,ks,1978-10-04,2.971398,1975-05-21T09:24:38,zwei.mp4,07:0d:37:f0:c3:39,2313177,web-49.martin.de,Nigeria,DE,07:13:28,Amharic
Europe/Riga,2.8836775,"9.641,79 €",Nette Jopich Stiftung & Co. KGaA,2019-10-13 22:02:32,hak,1974-11-27,-58.256893,1997-09-04T02:57:01,viel.png,da:f8:9c:8e:ec:01,1110432,email-24.werner.net,Pakistan,DE,08:59:16,Panjabi
Africa/Kampala,18.5500155,"707,79 €",Albers Beier KG,2006-12-01 20:36:35,fil,2015-10-12,159.328327,1970-06-12T12:00:48,Jahr.mov,27:5a:96:aa:e5:26,68803451,web-89.dehmel.com,Liberia,DE,06:52:24,Venda
America/St_Lucia,84.639464,"963,14 €",Ditschlerin,1971-12-30 11:50:52,da,2023-09-01,117.951609,1993-03-29T21:18:08,Meer.csv,3d:d3:f9:4e:a2:e4,746854,laptop-03.weinhold.com,Falklandinseln,DE,05:44:54,South Ndebele
America/Montevideo,-61.305719,"93,11 €",Schweitzer Lehmann AG & Co. OHG,2011-02-09 10:01:42,tr,1975-07-04,-165.525135,2013-09-25T14:18:17,bringen.jpg,bd:f4:9c:4f:5d:13,307277,web-49.haenel.de,Grönland,DE,23:09:45,Tonga
Asia/Gaza,16.144419,"4.647,63 €",Liebelt,2013-09-23 08:41:17,yi,1979-09-03,103.690254,1986-07-17T17:25:17,vom.flac,ae:95:8c:50:dc:ce,346,email-67.schinke.de,Alandinseln,DE,17:21:17,Kurdish
America/Fortaleza,4.731510,"6,04 €",Müller Karge GmbH & Co. KG,1989-04-10 16:33:04,ln,1978-12-27,113.553747,2000-08-11T12:49:15,möglich.mp3,69:ad:63:8b:b5:3f,2770,lt-87.bruder.org,Britisches Territorium im Indischen Ozean,DE,06:16:27,Navajo
America/Antigua,-50.417364,"5.769,24 €",Stoll Girschner GmbH,1986-08-08 11:25:23,ve,2022-08-26,-31.229478,1976-12-20T06:48:44,scheinen.doc,6a:61:8c:dd:6a:17,480,lt-66.scheel.de,Bulgarien,DE,05:57:48,Rundi
Asia/Dushanbe,4.2206955,"975,25 €",Oestrovsky,2016-06-22 11:31:54,kok,1992-12-06,-1.643415,1995-06-20T19:41:12,Stunde.flac,cf:3a:c6:cc:4c:cf,51262,web-58.kusch.com,Guam,DE,11:22:15,Azerbaijani
America/St_Lucia,63.6661805,"439,63 €",Mitschke,1985-07-11 14:23:42,kw,1975-05-18,21.578212,1993-08-15T07:29:09,Bild.avi,19:61:90:c0:23:5b,764,laptop-05.wulff.com,Palau,DE,01:35:35,Italian
Africa/Abidjan,-10.215594,"7.549,91 €",Stadelmann Salz GbR,1971-09-11 02:38:59,ko,2007-08-18,52.563022,2020-12-19T09:15:11,neun.tiff,5c:66:83:91:fa:25,5962092,laptop-11.mies.de,Mikronesien,DE,05:38:42,Greek
Europe/Rome,46.7438885,"1,05 €",Bender Albers GbR,2001-09-15 09:06:21,nn,1980-06-02,-95.926122,1986-03-31T01:16:44,finden.flac,98:fa:42:78:91:26,20,web-69.faust.com,Neukaledonien,DE,20:45:34,Zulu
Asia/Novosibirsk,40.4793935,"4.806,41 €",Neuschäfer,1980-03-23 17:32:05,lb,1980-12-29,26.416001,2006-02-17T02:05:48,fressen.wav,8e:2a:f6:16:83:8e,6091918,email-18.lorch.com,Marokko,DE,20:59:57,North Ndebele
America/La_Paz,-43.163926,"88,30 €",Metz Trupp KG,2016-09-24 03:01:14,tl,2002-06-09,-150.475855,1971-05-07T00:49:27,aber.css,80:f0:ae:2c:e2:38,40,desktop-12.ziegert.de,Britisches Territorium im Indischen Ozean,DE,09:08:24,Corsican
Africa/Monrovia,60.6087025,"1.572,97 €",Jockel GmbH & Co. OHG,2010-11-27 00:10:12,th,1989-12-20,-63.973134,2020-01-21T06:07:38,Wiese.css,cc:b3:af:b6:ee:d1,933,lt-46.losekann.de,St. Kitts und Nevis,DE,18:57:54,Turkish
Indian/Comoro,-15.7751145,"53.342,42 €",Jessel,2017-06-30 22:16:00,sr,1998-11-22,-70.690285,1995-09-21T03:03:11,wir.webm,b1:e5:8d:65:f4:68,9206,lt-40.hentschel.org,Kiribati,DE,12:53:25,Kannada
Africa/Harare,45.9720315,"7.519,00 €",Zahn,2003-10-24 20:29:39,oc,2010-01-09,-94.922279,2010-07-29T22:08:54,Sonntag.bmp,e9:57:d7:02:1d:07,950,srv-33.mohaupt.de,Litauen,DE,21:12:01,Afrikaans
Europe/Riga,-58.516254,"56,55 €",Rosenow Birnbaum AG,1999-12-28 08:03:05,mt,1998-07-07,-173.508249,1997-08-30T23:13:36,bauen.mov,3e:97:e0:7a:dd:ac,487722,web-62.juncken.com,Suriname,DE,23:16:06,Rundi
Asia/Jerusalem,-13.4244435,"88.495,19 €",Buchholz,1995-06-07 18:08:32,en,1979-04-05,-146.064250,2016-08-29T15:49:58,nimmt.jpg,87:32:57:33:86:dd,1,srv-34.dussen.com,Argentinien,DE,17:23:25,Sindhi
Africa/Bamako,-25.7623915,"3,93 €",Gute GmbH & Co. OHG,2003-05-10 09:37:56,wa,2015-08-17,-16.621425,2000-05-28T07:07:19,man.mp3,97:e6:d2:49:bb:78,73,laptop-36.hermighausen.com,Kamerun,DE,16:03:28,Limburgan
Europe/Athens,-54.3218315,"0,33 €",Knappe,1987-09-01 14:10:20,tr,1988-05-29,61.731852,1979-04-09T20:58:09,drehen.ods,c4:f4:5e:0a:5f:53,2609,web-02.nette.org,Angola,DE,12:26:03,Greek
Asia/Kashgar,-51.186434,"253,48 €",Kraushaar GmbH,1986-05-06 00:58:53,pa,1993-01-10,11.982059,2005-07-23T04:35:15,Tante.avi,8b:e5:f0:c7:c8:38,8706,laptop-65.scholl.de,Kokosinseln,DE,03:10:58,Chuvash
Asia/Seoul,59.7779435,"59.989,45 €",Mangold,1974-08-24 06:54:33,pap,1977-02-04,-163.687165,1998-04-30T23:43:44,öffnen.key,36:8c:02:39:ed:34,2,laptop-30.naser.de,Jersey,DE,01:40:26,Ojibwa
Asia/Seoul,-8.2564925,"9.174,83 €",Berger GmbH & Co. KGaA,1978-11-12 13:27:21,nn,2010-04-20,143.525558,2011-07-31T22:34:47,sie.js,1b:35:da:6d:5c:44,5500629,laptop-08.loeffler.de,Falklandinseln,DE,09:51:15,Walloon
Europe/Amsterdam,35.967687,"570,70 €",Geißler Täsche GmbH,1996-05-05 19:59:49,be,2020-01-24,95.423763,1979-09-15T23:28:41,Jahr.txt,01:b7:d5:18:36:c0,42,srv-90.mies.org,Mauretanien,DE,06:03:33,Greek
Pacific/Tongatapu,13.4262475,"5,83 €",Linke Krebs OHG mbH,1987-01-05 23:17:07,ik,2010-08-08,10.924631,1984-06-15T16:50:15,heiß.png,ce:29:3f:98:db:d8,934,db-14.wagenknecht.de,Liberia,DE,05:54:47,Tajik
Asia/Amman,5.6230105,"33,96 €",Ditschlerin Lehmann AG & Co. KG,2006-09-14 03:55:30,nl,1978-08-19,-100.858069,1971-03-16T20:55:03,hinter.js,40:c3:30:4a:fb:79,4026,web-87.schueler.de,Guyana,DE,10:25:25,Chichewa
Africa/Banjul,52.1533795,"7,06 €",Ditschlerin AG,2014-02-15 14:54:59,en,2012-04-05,141.649421,2015-08-18T14:11:29,schauen.odt,21:00:c2:a8:9d:83,604679876,email-07.nette.de,Wallis und Futuna,DE,18:21:34,Indonesian
Africa/Ouagadougou,61.7097675,"59.577,90 €",Etzold KG,1993-04-18 20:15:54,mai,2022-06-30,117.069839,2003-01-15T03:56:03,Schiff.jpeg,16:e5:16:96:bd:be,67119,lt-95.martin.de,Spanien,DE,08:45:08,Maori
Asia/Dhaka,50.211484,"12.604,10 €",Trupp GmbH & Co. KG,1995-07-08 18:03:19,st,1979-08-30,-82.650563,2019-08-27T09:09:19,öffnen.gif,eb:ab:60:5a:a0:39,1076895,db-98.dussen.net,Äthiopien,DE,20:40:18,Irish
Europe/Brussels,55.742120,"34.359,22 €",Süßebier Scheel KG,1995-08-10 16:11:38,wa,1972-07-12,-121.236432,2014-01-16T07:46:16,voll.odp,f1:bb:06:b0:2e:68,634526,lt-32.scheuermann.de,Alandinseln,DE,15:04:24,Quechua
America/Caracas,-64.8384245,"4.283,00 €",Börner,1990-09-19 14:00:43,cs,1978-04-21,-169.933469,1999-02-19T00:14:49,fragen.pptx,46:b6:4c:b7:c5:01,360173,srv-75.huebel.com,San Marino,DE,14:54:42,North Ndebele
Asia/Dili,-88.967968,"4,16 €",Wieloch,2007-07-02 10:03:47,lg,1986-12-05,-67.403399,1996-03-31T09:28:29,turnen.mp3,18:e8:03:d8:88:5e,89626,lt-55.etzold.de,Estland,DE,03:21:09,Nauru
Africa/Kigali,-86.139547,"253,89 €",Karz,1993-11-22 09:11:07,br,1972-05-09,-158.881455,2021-06-08T07:18:58,erst.flac,47:0d:b2:2f:91:e0,18045542,web-68.heuser.de,St. Kitts und Nevis,DE,00:30:41,Welsh
Asia/Kuala_Lumpur,47.559215,"436,21 €",Ruppersberger,2013-06-22 18:30:10,ja,1973-10-16,-137.236087,1976-09-26T19:50:42,da.mp3,96:85:16:18:a7:1a,9,srv-72.bauer.com,Sonderverwaltungszone Macao,DE,11:30:53,Tatar
Africa/Dakar,-6.0834235,"8,16 €",Schuster,2021-09-23 12:06:00,ca,1993-01-22,56.528007,1997-03-08T23:58:25,voll.bmp,68:f3:ac:b9:c6:20,18077,laptop-69.poelitz.de,Deutschland,DE,09:49:32,Ewe
Asia/Tashkent,-27.1019065,"66,21 €",Adler GbR,2019-11-10 01:31:50,ln,2020-02-28,-164.899153,1971-05-29T16:30:34,an.mov,c7:31:37:bd:f0:99,51,web-09.ritter.de,Neuseeland,DE,07:10:37,Burmese
America/Cuiaba,35.2716205,"19,69 €",Graf GmbH & Co. OHG,2019-06-30 06:12:01,an,1991-07-03,-38.361884,1975-07-14T06:47:54,ins.mp3,39:5f:82:3c:4b:ed,64462248,desktop-35.weinhage.net,Togo,DE,18:52:48,Avaric
Asia/Dili,51.384080,"503,94 €",Junck AG,1973-03-04 20:08:39,ru,2013-12-15,88.636389,2009-06-26T08:03:15,heißen.numbers,86:23:90:bc:65:be,5823,srv-27.langern.de,Äthiopien,DE,16:18:49,Kongo
Africa/Tripoli,75.839056,"92.438,46 €",Löffler,1972-05-26 04:22:11,bg,1993-08-24,110.969944,2007-05-08T02:15:18,natürlich.js,a0:e7:9a:44:1a:22,96129,email-95.trommler.de,Polen,DE,04:35:37,Irish
Asia/Yerevan,75.8840585,"5.674,41 €",Roskoth,2009-09-18 01:46:08,nhn,1971-09-02,91.365062,1988-10-06T11:46:27,ihm.html,b5:7b:ea:bf:60:d9,37,web-14.loeffler.net,Malawi,DE,16:58:27,Tamil
Asia/Taipei,-10.0775735,"34,19 €",Juncken Trub GmbH & Co. KG,2001-03-15 10:58:16,hi,2013-08-08,140.540501,2018-11-13T03:00:13,ohne.webm,72:03:bb:6c:68:aa,643,db-84.johann.de,Luxemburg,DE,20:27:25,Dzongkha
Asia/Brunei,24.7055285,"7,15 €",Schottin Mühle AG,2013-10-10 12:12:53,el,1978-09-22,-25.786316,1980-08-15T00:57:01,ohne.gif,ef:89:c6:c3:98:f0,86,srv-37.loeffler.de,Norfolkinsel,DE,00:43:23,Chechen
Africa/Lagos,76.468463,"9,09 €",Bender Kruschwitz KG,2008-03-20 05:11:03,ve,2003-01-31,-29.914908,2001-10-10T16:47:58,fünf.avi,ca:af:ff:2a:29:53,17,desktop-57.aumann.net,Island,DE,13:06:12,Danish
Europe/San_Marino,25.819777,"6,10 €",Hethur OHG mbH,2015-09-02 19:21:21,cy,2009-11-17,127.905819,2004-07-04T06:10:14,bin.gif,84:4d:ed:0f:fa:5c,79572176,laptop-88.karge.de,Puerto Rico,DE,17:27:33,Turkish
Asia/Taipei,-4.752942,"69,36 €",Liebelt e.V.,2016-07-17 12:12:16,az,2001-08-06,-14.873697,1978-10-17T05:15:36,Schuh.key,35:92:d6:40:d5:57,43504167,desktop-27.johann.de,Nepal,DE,09:17:57,Malayalam
Europe/San_Marino,60.881113,"455,20 €",Sauer,1990-06-28 10:24:23,yi,1978-05-31,94.827381,1981-08-16T22:40:14,waschen.json,76:42:1c:fc:bc:71,458,laptop-55.auch.com,Philippinen,DE,22:06:48,Tibetan
America/Barbados,-18.453534,"5,02 €",Trommler GmbH & Co. OHG,2019-03-13 19:17:03,unm,1980-10-05,-109.513886,1991-12-16T07:33:35,Mädchen.csv,d5:12:8f:23:4e:69,4180,db-70.heser.de,Niue,DE,01:07:36,Italian
Europe/Copenhagen,-20.5487115,"22.968,13 €",Thies e.V.,1995-01-26 09:01:01,zu,1995-12-19,103.407910,1975-06-10T14:28:44,unser.key,1b:d7:41:1c:f3:84,5181359,laptop-13.bolander.net,Tunesien,DE,18:53:58,Panjabi
Asia/Dubai,56.060868,"76.288,84 €",Wähner,2004-05-10 07:16:22,dz,1970-12-04,166.982613,1973-10-21T06:25:53,nämlich.flac,ef:bd:25:be:93:8c,34426,srv-19.martin.com,Kolumbien,DE,13:18:38,Kazakh
Asia/Dushanbe,55.8185015,"527,38 €",Berger Blümel GmbH & Co. KG,1971-11-13 16:26:22,gu,1970-02-08,55.048950,1973-02-28T12:52:31,sonst.webm,5d:c8:1b:6a:d3:19,80637725,db-04.peukert.net,Ruanda,DE,15:06:23,Mongolian
America/Lima,70.4982375,"3.559,27 €",Radisch Seip AG & Co. KGaA,2021-02-03 19:46:56,niu,1989-10-20,-61.632856,1994-06-19T01:49:52,die.json,be:40:79:51:82:82,31362801,desktop-07.dietz.de,Ungarn,DE,13:14:25,Chamorro
Europe/Sofia,27.5355825,"48,56 €",Radisch AG,2000-09-21 13:50:58,id,1990-02-01,-168.421543,1983-05-14T17:30:57,Winter.mov,29:72:df:38:b1:18,91885989,db-52.mentzel.net,Laos,DE,06:59:39,Esperanto
America/Lima,-64.233604,"14,22 €",Kusch GbR,2017-01-03 21:12:28,hi,2004-11-08,160.123545,2009-11-23T22:55:05,rufen.avi,cf:ca:2e:8c:d2:4a,75632901,db-49.zobel.com,St. Lucia,DE,10:11:24,Korean
Africa/Khartoum,20.6316285,"63.381,01 €",Bauer Hesse AG & Co. OHG,1995-08-29 18:04:16,the,1987-01-21,-144.368228,1986-12-14T02:32:59,Minutenmir.wav,82:84:83:65:26:61,2266,db-67.stoll.com,Sambia,DE,06:51:44,Afar
Indian/Mahe,-85.521884,"785,38 €",Köhler AG & Co. KGaA,1971-12-03 00:35:34,cy,2022-12-20,-159.597710,2011-03-14T15:50:02,Tisch.tiff,4b:c1:6c:c1:ec:3c,9534,lt-83.lachmann.org,Nepal,DE,11:50:20,Finnish
America/Dominica,62.501368,"913,52 €",Berger Dobes AG & Co. KGaA,1986-08-12 19:27:56,ti,1974-07-25,25.426580,1983-06-21T11:46:08,Vogel.tiff,bd:f4:a6:55:17:e4,0,db-36.doerr.de,Kanada,DE,05:41:04,Chinese
Asia/Qatar,1.0513765,"57.646,95 €",Tlustek GmbH,2012-05-30 19:19:40,cv,1998-09-14,105.731224,1988-06-14T03:10:04,Kind.ods,a0:49:e7:6d:c8:ac,56,email-19.bohlander.de,Heard- und McDonald-Inseln,DE,09:20:28,Manx
Asia/Amman,52.7880815,"601,61 €",Müller,1983-12-13 16:48:07,zu,1996-03-08,164.502594,2010-02-15T17:20:37,allein.xlsx,5a:ef:f7:c9:2c:78,2346,db-68.koehler.com,Paraguay,DE,16:21:14,Kongo
Africa/Ndjamena,66.5396225,"940,41 €",Albers GbR,1978-12-11 13:14:05,lij,1976-04-05,-118.297183,1985-01-24T21:39:54,zum.webm,2e:25:c4:fc:2e:e7,249488,web-58.hamann.net,Italien,DE,16:14:05,Thai
Asia/Thimphu,69.9315265,"10,27 €",Hövel Weinhold KG,2001-01-13 02:11:20,ja,1999-02-09,22.469848,1992-01-06T00:50:48,als.mov,ec:6c:32:8f:69:7f,9661,laptop-79.krein.de,St. Barthélemy,DE,03:49:36,Serbian
America/Antigua,6.6097005,"1.713,32 €",Holt Scholl Stiftung & Co. KGaA,1983-04-13 21:04:23,nb,1991-12-08,139.090201,1976-04-18T00:43:09,tragen.json,d1:f0:2c:d1:0f:39,12,srv-35.reichmann.com,Weihnachtsinsel,DE,15:42:04,Chuvash
Asia/Tbilisi,-33.977805,"6,19 €",Kostolzin,1988-12-13 08:14:53,nl,1984-10-14,-122.969232,2019-06-24T16:58:16,leicht.pdf,9d:9c:af:b8:f8:5e,9,email-62.kroker.org,Ruanda,DE,22:55:53,Sinhala
Asia/Colombo,5.0582165,"497,49 €",Drub Stoll GbR,2015-04-29 08:59:03,sw,2022-06-23,-131.553227,1971-04-10T13:40:55,Schluss.png,c4:70:41:01:cb:5c,95395126,srv-93.klapp.com,Turkmenistan,DE,23:14:06,Swahili
Pacific/Tongatapu,-79.205633,"519,24 €",Hornig Jessel KG,2008-10-09 21:27:46,the,1997-04-19,-163.079002,1989-05-16T16:39:35,lesen.mp4,10:93:1a:70:f4:d4,9610,laptop-51.stiffel.com,Barbados,DE,09:10:17,Fijian
America/Managua,-76.179314,"2,46 €",Lehmann,1973-01-05 21:27:56,szl,1985-06-17,100.770018,2004-01-14T13:57:14,nein.mp3,ff:3e:9b:a4:16:f7,250410,desktop-71.heser.org,Frankreich,DE,20:57:28,Japanese
Asia/Muscat,9.182920,"7,21 €",Jacobi Jäckel Klotz OHG mbH,2007-09-03 12:35:58,yo,1976-02-23,107.482894,2000-12-24T12:11:28,aber.wav,a8:4f:f0:bb:64:22,675,web-75.wilms.net,Australien,DE,16:42:31,Finnish
Asia/Yerevan,28.328817,"448,96 €",Drubin e.V.,1979-08-15 15:38:44,eo,1980-01-28,-21.513297,2007-03-12T19:50:28,stellen.pdf,19:e1:dd:bb:a5:f8,499672,desktop-11.knappe.de,Indien,DE,02:33:04,Kashmiri
Europe/Copenhagen,84.610758,"66.213,84 €",Schuchhardt Mühle Stiftung & Co. KGaA,2011-06-15 13:09:52,hu,1999-06-30,22.305243,1994-04-12T07:19:30,erst.xlsx,73:6b:19:dc:bd:fc,536693216,db-89.wulf.com,Myanmar,DE,08:27:48,Uighur
